filing_year,filing_period,issue_code,total_spend,quarter,issue_display
2025,second_quarter,ENV,35365430.0986578,2,Environment/Superfund
2025,second_quarter,BUD,124683925.95692725,2,Budget/Appropriations
2023,second_quarter,TAX,107043180.76955855,2,Taxation/Internal Revenue Code
2023,first_quarter,BUD,97764479.4593739,1,Budget/Appropriations
2024,fourth_quarter,BUD,101103718.232147,4,Budget/Appropriations
2022,fourth_quarter,MMM,60317487.06277016,4,Medicare/Medicaid
2024,fourth_quarter,CIV,7667091.848026045,4,Civil Rights/Civil Liberties
2023,third_quarter,FIN,47558136.5247508,3,Financial Institutions/Investments/Securities
2022,first_quarter,MMM,64041938.79628418,1,Medicare/Medicaid
2025,second_quarter,DIS,6303544.308260393,2,Disaster Planning/Emergencies
2022,second_quarter,HOM,21445120.13929226,2,Homeland Security
2024,fourth_quarter,ENV,33853613.15272125,4,Environment/Superfund
2026,first_quarter,ENV,35698295.90250619,1,Environment/Superfund
2023,second_quarter,FIN,46120132.031426385,2,Financial Institutions/Investments/Securities
2022,third_quarter,TEC,32750346.982762847,3,Telecommunications
2022,third_quarter,TAX,110478591.02585083,3,Taxation/Internal Revenue Code
2022,fourth_quarter,CON,723130.1001279423,4,Constitution
2023,first_quarter,CIV,7003396.926276394,1,Civil Rights/Civil Liberties
2023,first_quarter,ADV,2050656.1624649859,1,Advertising
2022,third_quarter,GOV,20152106.132863015,3,Government Issues
2024,first_quarter,TRD,59603236.57643974,1,Trade (domestic/foreign)
2024,first_quarter,MAN,12626890.393697469,1,Manufacturing
2024,first_quarter,FUE,6580846.359074259,1,Fuel/Gas/Oil
2025,first_quarter,HCR,126285265.94607428,1,Health Issues
2026,first_quarter,BUD,120620540.71012136,1,Budget/Appropriations
2025,fourth_quarter,TAX,130402449.68150353,4,Taxation/Internal Revenue Code
2023,second_quarter,GOV,17542749.00209614,2,Government Issues
2023,third_quarter,TAX,104657057.56411356,3,Taxation/Internal Revenue Code
2022,first_quarter,URB,2689985.1464646463,1,Urban Development/Municipalities
2022,third_quarter,FIN,46426109.40099638,3,Financial Institutions/Investments/Securities
2022,third_quarter,AUT,7807736.476725664,3,Automotive Industry
2026,first_quarter,MED,6682728.112640137,1,Medical/Disease Research/Clinical Labs
2024,fourth_quarter,DIS,3997276.524788328,4,Disaster Planning/Emergencies
2025,third_quarter,EDU,27569500.717595443,3,Education
2023,fourth_quarter,HCR,111375191.64247307,4,Health Issues
2024,second_quarter,POS,2549870.181509312,2,Postal
2024,second_quarter,HOM,22118950.064666994,2,Homeland Security
2023,first_quarter,FIR,4725226.515277271,1,Firearms/Guns/Ammunition
2025,fourth_quarter,GOV,29221244.683241267,4,Government Issues
2025,fourth_quarter,FIN,62726909.58082065,4,Financial Institutions/Investments/Securities
2022,third_quarter,AGR,21061300.904156905,3,Agriculture
2023,first_quarter,DIS,5686812.841251336,1,Disaster Planning/Emergencies
2023,second_quarter,AGR,27715446.791549586,2,Agriculture
2024,third_quarter,SCI,21882624.19210775,3,Science/Technology
2025,first_quarter,RET,11010776.545521656,1,Retirement
2025,fourth_quarter,TEC,35091686.81572495,4,Telecommunications
2023,third_quarter,AVI,18102067.930994503,3,Aviation/Airlines/Airports
2023,first_quarter,ENV,31142090.313561853,1,Environment/Superfund
2024,third_quarter,MAN,12239964.563513799,3,Manufacturing
2024,third_quarter,VET,12171820.9342868,3,Veterans
2022,fourth_quarter,CSP,17967749.733711388,4,Consumer Issues/Safety/Products
2025,third_quarter,INS,14745554.2637496,3,Insurance
2025,first_quarter,FOR,14732653.328329246,1,Foreign Relations
2025,first_quarter,CPT,29498890.201482322,1,Copyright/Patent/Trademark
2023,third_quarter,AGR,28167937.603813298,3,Agriculture
2024,third_quarter,ANI,2954239.0992716607,3,Animals
2024,third_quarter,TRD,55951097.329217345,3,Trade (domestic/foreign)
2025,third_quarter,CHM,5655054.069419401,3,Chemicals/Chemical Industry
2025,fourth_quarter,AUT,10720652.41751046,4,Automotive Industry
2025,fourth_quarter,AGR,30806747.515250746,4,Agriculture
2023,fourth_quarter,CPT,24088195.617988504,4,Copyright/Patent/Trademark
2022,fourth_quarter,ROD,1823447.8214479235,4,Roads/Highway
2024,first_quarter,BNK,2023966.3748832867,1,Bankruptcy
2023,fourth_quarter,CPI,13763380.763084248,4,Computer Industry
2025,fourth_quarter,AVI,16995675.086731434,4,Aviation/Airlines/Airports
2025,fourth_quarter,TAR,13184606.963908311,4,Tariff (miscellaneous tariff bills)
2026,first_quarter,DIS,6695901.689306325,1,Disaster Planning/Emergencies
2023,second_quarter,TEC,33195630.07866088,2,Telecommunications
2024,fourth_quarter,WEL,681477.5267714742,4,Welfare
2024,second_quarter,PHA,15604654.65743317,2,Pharmacy
2022,first_quarter,ROD,1746265.4396617273,1,Roads/Highway
2024,third_quarter,CDT,1297388.0924630924,3,Commodities (big ticket)
2024,fourth_quarter,MED,4988118.5425269175,4,Medical/Disease Research/Clinical Labs
2023,second_quarter,IND,6417474.709266289,2,Indian/Native American Affairs
2024,third_quarter,FUE,7015722.656851893,3,Fuel/Gas/Oil
2026,first_quarter,UTI,4012809.8652652125,1,Utilities
2025,fourth_quarter,IND,8829077.330529666,4,Indian/Native American Affairs
2023,third_quarter,TEC,31334155.668027706,3,Telecommunications
2023,second_quarter,AVI,18054994.205326393,2,Aviation/Airlines/Airports
2025,second_quarter,MED,6573511.4496003995,2,Medical/Disease Research/Clinical Labs
2023,fourth_quarter,MAR,7649898.246534185,4,Marine/Maritime/Boating/Fisheries
2023,third_quarter,FAM,1280109.1782104005,3,Family issues/Abortion/Adoption
2025,third_quarter,NAT,21377799.277215328,3,Natural Resources
2022,first_quarter,HOU,8940372.488144334,1,Housing
2025,first_quarter,MAR,8389671.068002036,1,Marine/Maritime/Boating/Fisheries
2025,first_quarter,TRU,2835598.822331558,1,Trucking/Shipping
2023,third_quarter,TAR,2024611.0717841338,3,Tariff (miscellaneous tariff bills)
2025,fourth_quarter,FOO,9489457.069576176,4,"Food Industry (safety, labeling, etc.)"
2024,fourth_quarter,UTI,3943672.1702059377,4,Utilities
2025,third_quarter,BAN,28559398.218009878,3,Banking
2023,second_quarter,TAR,2530343.0831336537,2,Tariff (miscellaneous tariff bills)
2022,third_quarter,FOO,6603338.296836032,3,"Food Industry (safety, labeling, etc.)"
2023,first_quarter,UTI,4434130.352425353,1,Utilities
2023,fourth_quarter,RET,9922949.4656371,4,Retirement
2024,first_quarter,SCI,22901849.858387664,1,Science/Technology
2022,third_quarter,IND,6095487.575287403,3,Indian/Native American Affairs
2023,first_quarter,ART,1495786.1667691097,1,Arts/Entertainment
2023,third_quarter,FOO,6583336.777962759,3,"Food Industry (safety, labeling, etc.)"
2025,first_quarter,TOB,5728638.504473304,1,Tobacco
2022,fourth_quarter,HOU,10580372.62852495,4,Housing
2025,second_quarter,ALC,1301192.8373015872,2,Alcohol and Drug Abuse
2024,first_quarter,SPO,2193181.8485517753,1,Sports/Athletics
2023,third_quarter,GOV,16370189.293700565,3,Government Issues
2024,fourth_quarter,ALC,1388060.9612332114,4,Alcohol and Drug Abuse
2024,third_quarter,BNK,1215196.4285714286,3,Bankruptcy
2023,third_quarter,IND,6220405.791683872,3,Indian/Native American Affairs
2024,second_quarter,AER,6765374.020982372,2,Aerospace
2022,third_quarter,FAM,1380068.490451585,3,Family issues/Abortion/Adoption
2025,first_quarter,CPI,15170224.057165056,1,Computer Industry
2024,second_quarter,TOU,3410308.375935065,2,Travel/Tourism
2022,first_quarter,CON,963614.4540853668,1,Constitution
2022,third_quarter,AVI,14460166.702489164,3,Aviation/Airlines/Airports
2022,fourth_quarter,URB,2732356.1886724387,4,Urban Development/Municipalities
2025,third_quarter,ECN,13065091.041758243,3,Economics/Economic Development
2025,second_quarter,UNM,466420.12698412704,2,Unemployment
2025,first_quarter,APP,1093183.8093073594,1,Apparel/Clothing Industry/Textiles
2024,first_quarter,VET,11541375.64714761,1,Veterans
2023,fourth_quarter,FOR,14390795.768350318,4,Foreign Relations
2026,first_quarter,ALC,1505786.138095238,1,Alcohol and Drug Abuse
2022,second_quarter,PHA,12186038.290102705,2,Pharmacy
2025,second_quarter,FIR,4132095.2430735934,2,Firearms/Guns/Ammunition
2023,third_quarter,AUT,7935410.017741735,3,Automotive Industry
2025,second_quarter,GAM,2861154.7619047626,2,Gaming/Gambling/Casino
2023,second_quarter,FOO,6781153.095002831,2,"Food Industry (safety, labeling, etc.)"
2023,first_quarter,MED,5446140.55078784,1,Medical/Disease Research/Clinical Labs
2023,fourth_quarter,TOB,5535450.693362194,4,Tobacco
2023,third_quarter,MIA,1913732.1428571425,3,Media (information/publishing)
2024,fourth_quarter,ADV,2460640.274929749,4,Advertising
2022,second_quarter,AER,5612316.913032046,2,Aerospace
2022,first_quarter,CSP,16086417.62886913,1,Consumer Issues/Safety/Products
2022,second_quarter,INT,4951406.646411687,2,Intelligence
2025,second_quarter,CIV,28460461.414323207,2,Civil Rights/Civil Liberties
2024,second_quarter,INT,3522901.236030986,2,Intelligence
2022,second_quarter,POS,3911594.800323327,2,Postal
2024,fourth_quarter,ART,1266975.2782158446,4,Arts/Entertainment
2024,first_quarter,ANI,3019985.0834415583,1,Animals
2026,first_quarter,CIV,6180880.989200668,1,Civil Rights/Civil Liberties
2023,first_quarter,ALC,1826738.5701415252,1,Alcohol and Drug Abuse
2023,first_quarter,WEL,702374.8688255553,1,Welfare
2022,third_quarter,TAR,2312987.8295407915,3,Tariff (miscellaneous tariff bills)
2025,second_quarter,WEL,913395.5627705627,2,Welfare
2024,third_quarter,SPO,2277813.8511197953,3,Sports/Athletics
2025,second_quarter,UTI,4196113.885223989,2,Utilities
2022,third_quarter,BEV,1885601.4615384615,3,Beverage Industry
2023,fourth_quarter,APP,803758.026984127,4,Apparel/Clothing Industry/Textiles
2025,fourth_quarter,FAM,1280506.300170581,4,Family issues/Abortion/Adoption
2023,second_quarter,AUT,8507883.885858586,2,Automotive Industry
2024,fourth_quarter,GAM,2188658.4285714286,4,Gaming/Gambling/Casino
2022,third_quarter,MIA,1418436.304029304,3,Media (information/publishing)
2024,first_quarter,CDT,1605185.6060606062,1,Commodities (big ticket)
2026,first_quarter,ART,1421571.5575646576,1,Arts/Entertainment
2026,first_quarter,GAM,3084309.5238095243,1,Gaming/Gambling/Casino
2025,first_quarter,ACC,2350598.538961039,1,Accounting
2022,second_quarter,TOU,3703766.709457209,2,Travel/Tourism
2023,fourth_quarter,TRU,3907924.9694832945,4,Trucking/Shipping
2023,second_quarter,MIA,2310640.0793650793,2,Media (information/publishing)
2025,second_quarter,ART,1306852.7574647577,2,Arts/Entertainment
2023,second_quarter,FAM,1603345.5666971384,2,Family issues/Abortion/Adoption
2025,fourth_quarter,MIA,3286445.8874458876,4,Media (information/publishing)
2023,second_quarter,BEV,1258506.8717948715,2,Beverage Industry
2022,fourth_quarter,TOR,2974528.199253035,4,Torts
2022,first_quarter,TOR,2970043.433179902,1,Torts
2023,first_quarter,GAM,2124455.285714286,1,Gaming/Gambling/Casino
2025,fourth_quarter,BEV,1911991.642857143,4,Beverage Industry
2026,first_quarter,WEL,796506.3497082627,1,Welfare
2025,second_quarter,ADV,2798767.9624819625,2,Advertising
2025,third_quarter,DOC,271569.731990232,3,District of Columbia
2026,first_quarter,FIR,4086595.3948412696,1,Firearms/Guns/Ammunition
2023,fourth_quarter,ACC,2332342.6633986933,4,Accounting
2026,first_quarter,REL,96916.66666666666,1,Religion
2024,fourth_quarter,FIR,3712995.856060607,4,Firearms/Guns/Ammunition
2023,third_quarter,BEV,1334588.9194139193,3,Beverage Industry
2024,fourth_quarter,REL,218000.0,4,Religion
2023,first_quarter,UNM,434642.1138700481,1,Unemployment
2026,first_quarter,ADV,2388988.4370015953,1,Advertising
2024,fourth_quarter,UNM,223360.7655122655,4,Unemployment
2023,first_quarter,REL,110500.0,1,Religion
2023,fourth_quarter,MON,98333.33333333333,4,Minting/Money/Gold Standard
2026,first_quarter,UNM,109990.3424908425,1,Unemployment
2025,first_quarter,MON,207181.81818181818,1,Minting/Money/Gold Standard
2025,second_quarter,REL,179500.0,2,Religion
2026,first_quarter,MMM,71110753.6669207,1,Medicare/Medicaid
2025,third_quarter,TAR,11735122.229304614,3,Tariff (miscellaneous tariff bills)
2022,fourth_quarter,BUD,91255075.27358697,4,Budget/Appropriations
2025,first_quarter,TRD,80194101.9488923,1,Trade (domestic/foreign)
2024,second_quarter,DEF,65835157.1944433,2,Defense
2024,second_quarter,ENG,47315234.115414806,2,Energy/Nuclear
2022,first_quarter,ART,1514625.35009435,1,Arts/Entertainment
2023,fourth_quarter,TRD,53179468.187062144,4,Trade (domestic/foreign)
2022,second_quarter,DEF,71363053.9013847,2,Defense
2022,second_quarter,ENG,41841108.69641368,2,Energy/Nuclear
2025,fourth_quarter,EDU,27391418.007513177,4,Education
2023,second_quarter,NAT,14400731.270245505,2,Natural Resources
2024,fourth_quarter,CSP,19764619.71157254,4,Consumer Issues/Safety/Products
2024,fourth_quarter,MMM,62995089.30007255,4,Medicare/Medicaid
2022,second_quarter,LBR,29588764.81682377,2,Labor Issues/Antitrust/Workplace
2022,second_quarter,SMB,10818237.475307556,2,Small Business
2024,second_quarter,LBR,29412693.63012126,2,Labor Issues/Antitrust/Workplace
2022,first_quarter,BUD,88354158.74433908,1,Budget/Appropriations
2022,fourth_quarter,REL,174095.2380952381,4,Religion
2022,fourth_quarter,CIV,9866677.85259673,4,Civil Rights/Civil Liberties
2023,first_quarter,CSP,19887097.614463676,1,Consumer Issues/Safety/Products
2025,third_quarter,TEC,34867294.67172953,3,Telecommunications
2026,first_quarter,CSP,21925804.70252344,1,Consumer Issues/Safety/Products
2024,second_quarter,IMM,14945178.030256033,2,Immigration
2024,first_quarter,HCR,117108608.00803432,1,Health Issues
2025,fourth_quarter,CHM,6254810.745426416,4,Chemicals/Chemical Industry
2025,second_quarter,CSP,20961052.857405607,2,Consumer Issues/Safety/Products
2025,fourth_quarter,NAT,23314115.901822582,4,Natural Resources
2025,first_quarter,ANI,3204176.5129145365,1,Animals
2022,second_quarter,TRA,40141568.18397989,2,Transportation
2024,first_quarter,MAR,8009290.330519765,1,Marine/Maritime/Boating/Fisheries
2025,third_quarter,AVI,17024186.331042092,3,Aviation/Airlines/Airports
2023,third_quarter,EDU,21146360.107123125,3,Education
2024,second_quarter,LAW,10338826.092135496,2,Law Enforcement/Crime/Criminal Justice
2024,third_quarter,HCR,107269715.5376852,3,Health Issues
2025,fourth_quarter,BAN,32431169.12253014,4,Banking
2023,fourth_quarter,SCI,20298376.34439552,4,Science/Technology
2022,second_quarter,COM,13411899.027566943,2,Communications/Broadcasting/Radio/TV
2024,second_quarter,TRA,39292541.872340225,2,Transportation
2025,third_quarter,TAX,137499413.38734207,3,Taxation/Internal Revenue Code
2022,first_quarter,ENV,28710071.876622964,1,Environment/Superfund
2022,fourth_quarter,MED,6376460.701400227,4,Medical/Disease Research/Clinical Labs
2024,second_quarter,CAW,8723697.681601193,2,Clean Air and Water (quality)
2022,second_quarter,CAW,9156264.206115639,2,Clean Air and Water (quality)
2023,first_quarter,HOU,11328518.83235397,1,Housing
2024,second_quarter,COM,14810473.551949687,2,Communications/Broadcasting/Radio/TV
2022,second_quarter,RRR,3012503.969503862,2,Railroads
2023,second_quarter,INS,14690570.986511033,2,Insurance
2025,third_quarter,AGR,29528527.080441535,3,Agriculture
2023,third_quarter,BAN,24675976.885846455,3,Banking
2024,third_quarter,ACC,2032081.7272727273,3,Accounting
2022,fourth_quarter,UTI,3763091.420801421,4,Utilities
2023,first_quarter,MMM,70978598.68172073,1,Medicare/Medicaid
2024,third_quarter,CPI,14100932.0863193,3,Computer Industry
2024,third_quarter,FOR,12592984.74265062,3,Foreign Relations
2025,third_quarter,FIN,59310255.14298799,3,Financial Institutions/Investments/Securities
2025,first_quarter,VET,14073991.448013052,1,Veterans
2023,second_quarter,BAN,24271193.369864,2,Banking
2024,first_quarter,FOR,15744798.326825712,1,Foreign Relations
2023,fourth_quarter,MAN,11623005.487963669,4,Manufacturing
2025,fourth_quarter,ECN,7482860.663867258,4,Economics/Economic Development
2023,third_quarter,CHM,4595299.507018671,3,Chemicals/Chemical Industry
2025,second_quarter,MMM,70656515.76309986,2,Medicare/Medicaid
2024,first_quarter,RET,10947356.150457148,1,Retirement
2023,third_quarter,ECN,6026570.832861541,3,Economics/Economic Development
2022,fourth_quarter,FIR,3994409.0045762244,4,Firearms/Guns/Ammunition
2025,third_quarter,GOV,26693880.411278468,3,Government Issues
2025,third_quarter,AUT,10643537.912809998,3,Automotive Industry
2025,third_quarter,IND,8964696.134241574,3,Indian/Native American Affairs
2025,first_quarter,SCI,25713260.901895747,1,Science/Technology
2024,third_quarter,APP,928406.2847041846,3,Apparel/Clothing Industry/Textiles
2024,third_quarter,CPT,24791111.90784253,3,Copyright/Patent/Trademark
2025,third_quarter,FAM,1231873.2737998604,3,Family issues/Abortion/Adoption
2025,first_quarter,MAN,15942983.62354396,1,Manufacturing
2022,fourth_quarter,ENV,30583067.089224268,4,Environment/Superfund
2024,second_quarter,RES,2568896.3393155867,2,Real Estate/Land Use/Conservation
2023,second_quarter,EDU,21655498.46526808,2,Education
2025,fourth_quarter,INS,15407722.316673882,4,Insurance
2023,second_quarter,DOC,145552.24089635856,2,District of Columbia
2026,first_quarter,HOU,16773330.919348044,1,Housing
2024,fourth_quarter,HOU,12654727.84190053,4,Housing
2025,second_quarter,CON,891736.7620583065,2,Constitution
2023,third_quarter,NAT,15036205.248476245,3,Natural Resources
2023,third_quarter,INS,14877701.020357206,3,Insurance
2022,fourth_quarter,ALC,1422881.2649552897,4,Alcohol and Drug Abuse
2024,second_quarter,SMB,9560487.058534918,2,Small Business
2025,first_quarter,SPO,3087175.409999662,1,Sports/Athletics
2024,third_quarter,TRU,2574035.8556429683,3,Trucking/Shipping
2025,second_quarter,HOU,13432645.780777413,2,Housing
2022,second_quarter,IMM,15622186.739359848,2,Immigration
2026,first_quarter,URB,2626662.3051948054,1,Urban Development/Municipalities
2024,first_quarter,CPT,27063433.119924236,1,Copyright/Patent/Trademark
2022,first_quarter,GAM,2074508.3772893774,1,Gaming/Gambling/Casino
2025,third_quarter,FOO,8391646.052118486,3,"Food Industry (safety, labeling, etc.)"
2022,third_quarter,NAT,13245906.35476348,3,Natural Resources
2023,second_quarter,ECN,7095092.262077367,2,Economics/Economic Development
2024,second_quarter,RRR,3973359.7870538817,2,Railroads
2022,second_quarter,LAW,8118608.99421881,2,Law Enforcement/Crime/Criminal Justice
2022,third_quarter,EDU,20256717.645419702,3,Education
2023,first_quarter,URB,2765507.0923520923,1,Urban Development/Municipalities
2022,fourth_quarter,ART,1196953.6265664161,4,Arts/Entertainment
2022,first_quarter,MED,6485862.194787231,1,Medical/Disease Research/Clinical Labs
2022,third_quarter,BAN,24209680.3673407,3,Banking
2024,third_quarter,TOB,5762763.005411256,3,Tobacco
2024,first_quarter,ACC,2548934.91781258,1,Accounting
2024,third_quarter,RET,9799501.71264878,3,Retirement
2023,fourth_quarter,VET,9700997.15791988,4,Veterans
2022,third_quarter,DOC,202328.45396825398,3,District of Columbia
2022,third_quarter,INS,16444202.69532601,3,Insurance
2022,third_quarter,ECN,7562532.745636009,3,Economics/Economic Development
2023,first_quarter,TOR,2622701.2269499507,1,Torts
2024,third_quarter,MAR,7411561.703751013,3,Marine/Maritime/Boating/Fisheries
2025,second_quarter,ROD,2047245.3604839607,2,Roads/Highway
2024,fourth_quarter,TOR,2327354.987163459,4,Torts
2022,first_quarter,ALC,2107709.592119482,1,Alcohol and Drug Abuse
2023,fourth_quarter,ANI,2750600.236652237,4,Animals
2024,fourth_quarter,URB,3227630.8916582214,4,Urban Development/Municipalities
2023,fourth_quarter,SPO,2232918.233960484,4,Sports/Athletics
2022,first_quarter,UTI,3643086.81798353,1,Utilities
2022,first_quarter,FIR,3418026.5619219616,1,Firearms/Guns/Ammunition
2022,fourth_quarter,GAM,2019088.1190476194,4,Gaming/Gambling/Casino
2022,third_quarter,CHM,4874465.788249658,3,Chemicals/Chemical Industry
2025,third_quarter,MIA,3318218.905844156,3,Media (information/publishing)
2024,first_quarter,CPI,15524417.894834198,1,Computer Industry
2024,fourth_quarter,CON,827176.3193277312,4,Constitution
2024,first_quarter,APP,1122696.629148629,1,Apparel/Clothing Industry/Textiles
2025,second_quarter,URB,3429170.8152958155,2,Urban Development/Municipalities
2025,first_quarter,FUE,6989247.823043537,1,Fuel/Gas/Oil
2022,first_quarter,DIS,8047995.02172677,1,Disaster Planning/Emergencies
2024,first_quarter,TOB,5424804.580808082,1,Tobacco
2022,fourth_quarter,DIS,7022235.594498822,4,Disaster Planning/Emergencies
2023,first_quarter,ROD,1956717.478743479,1,Roads/Highway
2023,second_quarter,CHM,4727088.982721484,2,Chemicals/Chemical Industry
2022,first_quarter,CIV,9705317.610420449,1,Civil Rights/Civil Liberties
2022,first_quarter,UNM,1361075.5539758487,1,Unemployment
2023,fourth_quarter,FUE,6882156.680770211,4,Fuel/Gas/Oil
2023,fourth_quarter,CDT,1752614.7186147186,4,Commodities (big ticket)
2024,fourth_quarter,ROD,1720514.1192904317,4,Roads/Highway
2023,fourth_quarter,BNK,1705166.5542974842,4,Bankruptcy
2022,first_quarter,ADV,1878206.2936083525,1,Advertising
2022,second_quarter,WAS,1245264.0999999999,2,Waste (hazardous/solid/interstate/nuclear)
2025,fourth_quarter,DOC,263724.87258493144,4,District of Columbia
2025,second_quarter,TOR,2376462.346759598,2,Torts
2025,third_quarter,BEV,1646851.1428571427,3,Beverage Industry
2022,second_quarter,RES,2586033.9883338884,2,Real Estate/Land Use/Conservation
2024,first_quarter,TRU,2820290.1673937174,1,Trucking/Shipping
2026,first_quarter,TOR,3573871.663136184,1,Torts
2025,first_quarter,CDT,1585379.0376290379,1,Commodities (big ticket)
2024,second_quarter,WAS,1116722.6787738577,2,Waste (hazardous/solid/interstate/nuclear)
2026,first_quarter,CON,946104.3527937491,1,Constitution
2026,first_quarter,ROD,1710363.0391275394,1,Roads/Highway
2022,fourth_quarter,ADV,2052472.602622867,4,Advertising
