country,foreign_entity_name,client_name,foreign_ownership_pct,foreign_contribution,filing_year
Cayman Islands,DMCX7318 LTD.,SALAMANDER SOLUTIONS INC.,100.0,0.0,2026
Luxembourg,SES S.A.,SES SPACE & DEFENSE,100.0,0.0,2026
Luxembourg,MALLINCKRODT INTERNATIONAL FINANCE SA,ST SHARED SERVICES LLC DBA KEENOVA THERAPEUTICS (FKA ST SHARED SERVICES LLC DBA,100.0,0.0,2025
Bermuda,CONCORD RESOURCES HOLDINGS LIMITED,ATALCO GRAMERCY LLC,100.0,0.0,2025
Bermuda,EL TESORO (SPV BERMUDA) LIMITED,TWIN METALS MINNESOTA,100.0,0.0,2025
Virgin Islands (British),PAG ASIA CAPITAL LEXMARK HOLDING LIMITED,LEXMARK INTERNATIONAL INC.,32.51,0.0,2022
Virgin Islands (British),DJI COMPANY LIMITED,DJI TECHNOLOGY,100.0,0.0,2022
Virgin Islands (British),WANGDRAGONA INC.,DJI TECHNOLOGY,40.0,0.0,2022
Cayman Islands,DJI INTERNATIONAL COMPANY LIMITED,DJI TECHNOLOGY,100.0,0.0,2022
Luxembourg,SIGMA LUXCO S. A.R.L.,VAN SCOYOC ASSOCIATES (UPFIELD US INC.),100.0,0.0,2022
Luxembourg,CLEARSTREAM BANKING S.A. (OWNS 57% OF NEL ASA),"CLARK STREET ASSOC. ON BEHALF OF PROTON ENERGY SYSTEMS, INC. D/B/A NEL HYDROGEN",57.0,0.0,2022
Luxembourg,CLEARSTREAM INTERNATIONAL (OWNS 100% OF CLEARSTREAM BANKING S.A.),"CLARK STREET ASSOC. ON BEHALF OF PROTON ENERGY SYSTEMS, INC. D/B/A NEL HYDROGEN",100.0,0.0,2022
Virgin Islands (British),TENACIOUS BULLDOG HOLDINGS LIMITED,VNG LIMITED,46.5,0.0,2023
Virgin Islands (British),BYTETEAM LTD. (OWNS APPROXIMATELY 21% OF BYTEDANCE LTD.),TIKTOK INC.,21.0,0.0,2023
Virgin Islands (British),TCH GOLD LIMITED (THROUGH INTEREST IN OPEN WEALTH INVESTMENTS LIMITED),"RIOT GAMES, INC.",100.0,0.0,2023
Cayman Islands,BYTEDANCE LTD. (OWNS 100% OF BYTEDANCE INC.; 100% OF TIKTOK LTD.),TIKTOK INC.,100.0,0.0,2023
Cayman Islands,TIKTOK LTD. (OWNS 100% OF TIKTOK LLC WHICH OWNS 100% OF TIKTOK INC.),TIKTOK INC.,100.0,0.0,2023
Virgin Islands (British),BYTETEAM LTD (OWNS APPROX. 21 % OF BYTEDANCE LTD),TIKTOK INC.,21.0,0.0,2024
Virgin Islands (British),DPI TERMINALS (BVI) LIMITED,"DP WORLD AMERICAS RO, INC.",100.0,0.0,2024
Virgin Islands (British),DJI COMPANY LIMITED,"DJI TECHNOLOGY, INC.",100.0,0.0,2024
Virgin Islands (British),WANGDRAGONA INC.,"DJI TECHNOLOGY, INC.",44.0,0.0,2024
Luxembourg,OMRI LAVIE,N.S.O. GROUP TECHNOLOGIES LTD.,100.0,0.0,2023
Luxembourg,DUFRESNE HOLDING,N.S.O. GROUP TECHNOLOGIES LTD.,100.0,0.0,2023
Luxembourg,L1T VIP HOLDINGS S.A.R.L.,VEON LTD.,47.85,0.0,2023
Cayman Islands,WUXI BIOLOGICS (CAYMAN) INC.,WUXI BIOLOGICS USA LLC,100.0,0.0,2024
Virgin Islands (British),"IFINEX, INC., C/O SHRM TRUSTEES (BVI) LIMITED","TETHER OPERATIONS, S.A. DE C.V.",0.0,0.0,2025
Virgin Islands (British),"GIANCARLO DEVASINI, C/O SHRM TRUSTEES (BVI) LIMITED","TETHER OPERATIONS, S.A. DE C.V.",44.17,0.0,2025
Virgin Islands (British),"GIANCARLO DEVASINI, C/O SHRM TRUSTEES (BVI) LIMITED","TETHER OPERATIONS, S.A. DE C.V.",44.17,0.0,2025
Virgin Islands (British),"IFINEX, INC., C/O SHRM TRUSTEES (BVI) LIMITED","TETHER OPERATIONS, S.A. DE C.V.",0.0,0.0,2025
Virgin Islands (British),IVY GROVE LIMITED BVI,"AKIN GUMP STRAUSS HAUER & FIELD LLP ON BEHALF OF TP-LINK SYSTEMS, INC.",97.26,0.0,2025
Virgin Islands (British),DIAMOND CREEK GLOBAL LIMITED BVI,"AKIN GUMP STRAUSS HAUER & FIELD LLP ON BEHALF OF TP-LINK SYSTEMS, INC.",100.0,0.0,2025
Virgin Islands (British),"IFINEX, INC.","LAW OFFICES OF MICHAEL JASON LEE, APLC (ON BEHALF OF TETHER OPERATIONS LIMITED)",0.0,0.0,2022
Virgin Islands (British),TETHER HOLDINGS LIMITED,"LAW OFFICES OF MICHAEL JASON LEE, APLC (ON BEHALF OF TETHER OPERATIONS LIMITED)",0.0,0.0,2022
Virgin Islands (British),GIANCARLO DEVASINI,"LAW OFFICES OF MICHAEL JASON LEE, APLC (ON BEHALF OF TETHER OPERATIONS LIMITED)",30.0,0.0,2022
Cayman Islands,ZAI LAB LIMITED,ZAI LAB (US) LLC,100.0,0.0,2022
Luxembourg,M.F. HOLDINGS S.A.R.L.,"MCCAIN FOODS USA, INC.",66.0,0.0,2022
Luxembourg,MILLICOM,MILLICOM,100.0,0.0,2022
Luxembourg,TRANSCONTINENTAL GAS INVEST SARL,"FERMACA DE MEXICO, S.A.R.L.",80.0,0.0,2022
Virgin Islands (British),BEAUTY OF FASHION INVESTMENT CO. LTD.,SHEIN TECHNOLOGY LLC,100.0,0.0,2023
Virgin Islands (British),DPI TERMINALS (BVI) LIMITED,"DP WORLD AMERICAS RO, INC.",100.0,0.0,2023
Virgin Islands (British),PAG ASIA CAPITAL LEXMARK HOLDING LIMITED,LEXMARK INTERNATIONAL INC.,32.51,0.0,2023
Virgin Islands (British),BEAUTY OF FASHION INVESTMENT CO. LTD.,SHEIN TECHNOLOGY LLC,100.0,0.0,2023
Virgin Islands (British),DJI COMPANY LIMITED,"DJI TECHNOLOGY, INC.",100.0,0.0,2023
Virgin Islands (British),WANGDRAGONA INC.,"DJI TECHNOLOGY, INC.",40.0,0.0,2023
Cayman Islands,"ELITE DEPOT, LTD.",SHEIN TECHNOLOGY LLC,100.0,0.0,2023
Cayman Islands,"BCPE DYNAMO CAYMAN, L.P.","METGLAS, INC.",88.3,0.0,2023
Cayman Islands,"BCPE DYNAMO INTERMEDIATE HOLDINGS CAYMAN, L.P.","METGLAS, INC.",88.3,0.0,2023
Cayman Islands,"BCPE DYNAMO HOLDINGS CAYMAN, L.P.","METGLAS, INC.",66.4,0.0,2023
Cayman Islands,"BAIN CAPITAL FUND XII, L.P.","METGLAS, INC.",34.9,0.0,2023
Cayman Islands,"ELITE DEPOT, LTD.",SHEIN TECHNOLOGY LLC,100.0,0.0,2023
Cayman Islands,DJI INTERNATIONAL COMPANY LIMITED,"DJI TECHNOLOGY, INC.",100.0,0.0,2023
Cayman Islands,TIKTOK LTD.,TIKTOK INC.,100.0,0.0,2023
Cayman Islands,BYTEDANCE LTD (OWNS 100% OF BYTEDANCE INC; 100% OF TIKTOK LTD.),TIKTOK INC.,100.0,0.0,2023
Cayman Islands,TIKTOK LTD. (OWNS 100% OF TIK TOK LLC WHICH OWNS 100% OF TIKTOK INC.),TIKTOK INC.,100.0,0.0,2023
Luxembourg,JAB HOLDING COMPANY S.A R.L,PANERA LLC,50.0,0.0,2023
Luxembourg,JAB CONSUMER PARTNERS SCA SICAR,PANERA LLC,34.0,0.0,2023
Luxembourg,MGETS ATLAS AGRO LUX HOLDINGS S.A R.L.,ATLAS AGRO NORTH AMERICA CORP,29.4,0.0,2023
Virgin Islands (British),DJI COMPANY LIMITED,"DJI TECHNOLOGIES, INC.",100.0,0.0,2024
Virgin Islands (British),WANGDRAGONA INC.,"DJI TECHNOLOGIES, INC.",100.0,0.0,2024
Virgin Islands (British),DJI COMPANY LIMITED,"DJI TECHNOLOGY, INC.",100.0,0.0,2024
Virgin Islands (British),WANGDRAGONA INC.,"DJI TECHNOLOGY, INC.",100.0,0.0,2024
Virgin Islands (British),GRACE OCEAN INVESTMENT LTD.,BLANK ROME LLP (ON BEHALF OF GRACE OCEAN PRIVATE LIMITED),100.0,0.0,2024
Cayman Islands,DJI INTERNATIONAL COMPANY LIMITED,"DJI TECHNOLOGIES, INC.",100.0,0.0,2024
Cayman Islands,DJI INTERNATIONAL COMPANY LIMITED,"DJI TECHNOLOGY, INC.",100.0,0.0,2024
Cayman Islands,LASTAR TRUST,NEBIUS GROUP N.V. (FKA YANDEX N.V.),15.5,0.0,2024
Luxembourg,L1T VIP HOLDINGS S.A.R.L.,KYIVSTAR JSC,47.85,0.0,2024
Virgin Islands (British),COSMIC GAINS GLOBAL LIMITED,BITDEER,22.9,0.0,2025
Virgin Islands (British),VISTRA TRUST,BITDEER,22.9,0.0,2025
Cayman Islands,"AE INDUSTRIAL HOLDINGS, LP","AE INDUSTRIAL PARTNERS, LP",99.0,0.0,2025
Cayman Islands,DRAGONFLY HOLDING LLC,"DRAGONFLY DIGITAL MANAGEMENT, LLC",100.0,0.0,2025
Luxembourg,ALVOGEN LUX HOLDINGS SARL,"ALVOGEN, INC.",100.0,0.0,2025
Luxembourg,GLOBE PHARMA S.A.R.L.,"RIO BIOPHARMACEUTICALS, INC.",100.0,0.0,2025
Bermuda,STOLT-NIELSEN LIMITED,"STOLT TANKERS USA, INC.",100.0,0.0,2025
Bermuda,STOLT TANKERS LIMITED,"STOLT TANKERS USA, INC.",100.0,0.0,2025
Bermuda,ASSURED GUARANTY LTD.,ASSURED GUARANTY INC.,100.0,0.0,2025
Virgin Islands (British),BYTETEAM LTD (OWNS APPROX. 21 % OF BYTEDANCE LTD100,TIKTOK INC.,21.0,0.0,2023
Virgin Islands (British),TALON METALS CORPORATION,TALON NICKEL (USA) LLC,100.0,0.0,2023
Virgin Islands (British),BEESTON MANAGEMENT LIMITED (HOLD 100% OF THE SHARES OF OS ISRAEL AS THE TRUSTEE OF THE OS TRUST),SHIKUN & BINUI USA,41.24,0.0,2023
Virgin Islands (British),OS ISRAEL INVESTMENT COMPANY LTD. (OWNS 41.24% OF SHIKUN & BINUI LTD.),SHIKUN & BINUI USA,41.24,0.0,2023
Virgin Islands (British),TALON METALS CORPORATION,TALON NICKEL (USA) LLC,100.0,0.0,2023
Cayman Islands,BYTEDANCE LTD (OWNS 100% OF BYTEDANCE INC; 100% OF TIKTOK LTD.,TIKTOK INC.,100.0,0.0,2023
Cayman Islands,TIKTOK LTD (OWNS 100% OF TIK TOK LLC WHICH OWNS 100% OF TIK TOK INC),TIKTOK INC.,100.0,0.0,2023
Luxembourg,"PERIMETER SOLUTIONS, SA",PERIMETER SOLUTIONS,100.0,0.0,2023
Virgin Islands (British),TCH GOLD LIMITED (THROUGH INTEREST IN OPEN WEALTH INVESTMENTS LIMITED),"EPIC GAMES, INC.",35.1,0.0,2024
Cayman Islands,"JINKOSOLAR HOLDING CO., LTD. (CAYMAN)",JINKOSOLAR (U.S.) INC.,58.59,0.0,2024
Cayman Islands,GLOBALFOUNDRIES INC. (OWNS 99% OF GLOBALFOUNDRIES NETHERLANDS COOPERATIEF U.A.),GLOBALFOUNDRIES U.S. INC.,99.0,0.0,2024
Luxembourg,BAKELITE INVESTMENT S.A R.L,"BAKELITE US HOLDCO, INC.",100.0,0.0,2024
Luxembourg,INDUSTRIAL CHEMICALS HOLDINGS S.A R.L.,"BAKELITE US HOLDCO, INC.",100.0,0.0,2024
Luxembourg,"ECHO LUXCO S.A.R.L (THROUGH ITS 73.1% INTEREST IN HERDON TOPCO LP, WHICH OWNS 99%)",EDGECONNEX,72.4,0.0,2024
Luxembourg,EQT INFRASTRUCTURE IV INVESTMENTS S.A.R.L (THROUGH ITS 44.9% INTEREST IN ECHO LUXCO S.A.R.L),EDGECONNEX,32.5,0.0,2024
Virgin Islands (British),GOGOKU LTD. (OWNS APPROXIMATELY 21% OF BYTEDANCE LTD.) (FORMERLY BYTETEAM LTD.),TIKTOK INC.,21.0,0.0,2025
Virgin Islands (British),BEST LOGISTICS DEVELOPMENT LIMITED,TENCENT AMERICA LLC,100.0,0.0,2025
Virgin Islands (British),MANTRA VENTURES LIMITED,MANTRA VENTURES LIMITED,100.0,0.0,2025
Virgin Islands (British),"AVALANCHE CAYMAN, C/O CAMPBELLS CORPORATE SERVICES BVI","AVALANCHE BVI, INC.",100.0,0.0,2025
Virgin Islands (British),WISON GROUP HOLDING LIMITED,WISON NEW ENERGIES COMPANY,100.0,0.0,2025
Cayman Islands,"TRAXYS MANAGEMENT HOLDINGS, LTD.",TRAXYS NORTH AMERICA LLC,21.4,0.0,2025
Cayman Islands,COLIFT METALS CO.,TRAXYS NORTH AMERICA LLC,21.2,0.0,2025
Cayman Islands,"SPACECONDECO TOPCO, LLC C/O MAPLES CORPORATE SERVICES","EPTURA, INC.",100.0,0.0,2025
Cayman Islands,TIKTOK LTD. (OWNS 100% OF TIKTOK LLC WHICH OWNS 100% OF TIKTOK INC.),TIKTOK INC.,100.0,0.0,2025
Cayman Islands,BYTEDANCE LTD. (OWNS 100% OF BYTEDANCE INC.; 100% OF TIKTOK LTD.),TIKTOK INC.,100.0,0.0,2025
Cayman Islands,"SPACECONDECO TOPCO, LLC C/O MAPLES CORPORATE SERVICES","BROWNSTEIN HYATT FARBER SCHRECK, LLP OBO EPTURA, INC.",100.0,0.0,2025
Cayman Islands,CERTIK GLOBAL LTD.,CERTIFIED KERNEL TECH LLC,100.0,0.0,2025
Luxembourg,ANGEL LUX DEBCO SARL,ANGEL LUX HOLDCO S.A R.L.,100.0,0.0,2025
Luxembourg,ANGEL AGGREGATOR SCSP OWNS 100% OF ANGEL LUX DEBCO SARL,ANGEL LUX HOLDCO S.A R.L.,100.0,0.0,2025
Luxembourg,ARCELORMITTAL SA,BRYAN CAVE LEIGHTON PAISNER LLP ON BEHALF OF ARCELORMITTAL LIBERIA LTD,85.0,0.0,2025
Luxembourg,L1T VIP HOLDINGS S.A.R.L.,VEON LTD.,45.46,0.0,2025
Luxembourg,ALVOGEN LUX HOLDINGS SARL,"ALVOGEN, INC.",100.0,0.0,2025
Luxembourg,FOURTEEN SUNDEW S.A.R.L. (THROUGH ITS 100% OWNERSHIP OF MARCO POLO INTERNATIONAL ITALY S.R.L.),PIRELLI TIRE LLC,37.0,0.0,2025
Luxembourg,EQT FUND MANAGEMENT S.A R.L.,ZAYO,100.0,0.0,2025
Bermuda,DT GLOBAL LP,DT GLOBAL INC.,100.0,0.0,2025
Virgin Islands (British),HARBOUR GLORY HOLDINGS LIMITED BVI,"AKIN GUMP STRAUSS HAUER & FIELD LLP ON BEHALF OF TP-LINK SYSTEMS, INC.",50.0,0.0,2025
Virgin Islands (British),ACCORD TRUE INVESTMENTS LIMITED BVI,"AKIN GUMP STRAUSS HAUER & FIELD LLP ON BEHALF OF TP-LINK SYSTEMS, INC.",50.0,0.0,2025
Virgin Islands (British),VICTORY COURAGE LIMITED,BITDEER TECHNOLOGIES GROUP,24.6,0.0,2025
Virgin Islands (British),COSMIC GAINS GLOBAL LIMITED,BITDEER TECHNOLOGIES GROUP,24.6,0.0,2025
Cayman Islands,TIKTOK LTD (OWNS 100% OF TIK TOK LLC WHICH OWNS 100% OF TIK TOK INC),TIKTOK INC.,100.0,0.0,2024
Cayman Islands,BYTEDANCE LTD (OWNS 100% OF BYTEDANCE INC; 100% OF TIKTOK LTD.),TIKTOK INC.,100.0,0.0,2024
Cayman Islands,DJI INTERNATIONAL COMPANY LIMITED,"DJI TECHNOLOGY, INC.",100.0,0.0,2024
Luxembourg,BAKELITE INVESTMENT S.A R.L,"BAKELITE US HOLDCO, INC.",100.0,0.0,2024
Luxembourg,INDUSTRIAL CHEMICALS HOLDINGS S.A R.L.,"BAKELITE US HOLDCO, INC.",100.0,0.0,2024
Cayman Islands,GLOBALFOUNDRIES INC. (OWNS 99% OF GLOBALFOUNDRIES NETHERLANDS COOPERATIEF U.A.),GLOBALFOUNDRIES U.S. INC,99.0,0.0,2026
Luxembourg,NOVOCURE LUXEMBOURG S.A.R.L. (OWNS 100% OF NOVOCURE GMBH),NOVOCURE INC.,100.0,0.0,2026
Bermuda,XL GROUP LTD,COALITION FOR RESPONSIBLE INTERNATIONAL TAX POLICY (INFORMAL COALITION),0.0,0.0,2026
Cayman Islands,"BT GLOBAL INVESTMENTS (REPRESENTS 17.58% INDIRECT THROUGH BYK PARTICIPACOES, S.A. & 19.1% INDIRECT THROUGH COMPANHIA BRASILEIRA)",TAURUS HOLDINGS INC.,36.68,0.0,2025
Cayman Islands,ORION MINE FINANCE FUND III LP,HIGHLAND COPPER COMPANY INC.,28.0,0.0,2025
Cayman Islands,ANT INTERNATIONAL (CAYMAN) HOLDING LIMITED,"ANT GROUP CO., LTD.",0.0,0.0,2025
Cayman Islands,QUANTINUUM (CAYMAN),QUANTINUUM LLC,100.0,0.0,2025
Cayman Islands,CHAINLINK LABS HOLDINGS LLC,SMARTCONTRACT INC.,100.0,0.0,2025
Luxembourg,TARGET INTERNATIONAL INVESTMENTS S.A.R.L.,"ANT GROUP CO., LTD.",0.0,0.0,2025
Luxembourg,NOVOCURE LUXEMBOURG S.A.R.L. (OWNS 100% OF NOVOCURE GMBH),NOVOCURE INC.,100.0,0.0,2025
Luxembourg,OSY TECHNOLOGIES S.A R.L.,NSO GROUP,100.0,0.0,2025
Luxembourg,NORTHPOLE NEWCO S.A R.L.,NSO GROUP,100.0,0.0,2025
Luxembourg,DUFRESNE HOLDING,NSO GROUP,100.0,0.0,2025
Luxembourg,L1T VIP HOLDINGS S.A.R.L.,VEON LTD.,45.46,0.0,2025
Bermuda,XL GROUP LTD,"AXA XL GLOBAL SERVICES, INC.",100.0,0.0,2025
Bermuda,NORWEGIAN CRUISE LINE HOLDINGS LTD.,NORWEGIAN CRUISE LINE,100.0,0.0,2025
Virgin Islands (British),TG COMMODITIES LIMITED (BVI),"LAW OFFICES OF MICHAEL JASON LEE, APLC (ON BEHALF OF TETHER OPERATIONS LIMITED)",0.0,0.0,2022
Virgin Islands (British),ALPHA GROUP COMMODITIES LIMITED (BVI),"LAW OFFICES OF MICHAEL JASON LEE, APLC (ON BEHALF OF TETHER OPERATIONS LIMITED)",0.0,0.0,2022
Virgin Islands (British),SYNONYM SOFTWARE LTD. (BVI),"LAW OFFICES OF MICHAEL JASON LEE, APLC (ON BEHALF OF TETHER OPERATIONS LIMITED)",0.0,0.0,2022
Virgin Islands (British),DAZAAR LIMITED (BVI),"LAW OFFICES OF MICHAEL JASON LEE, APLC (ON BEHALF OF TETHER OPERATIONS LIMITED)",0.0,0.0,2022
Virgin Islands (British),GIANCARLO DEVASINI,"LAW OFFICES OF MICHAEL JASON LEE, APLC (ON BEHALF OF TETHER OPERATIONS LIMITED)",30.0,0.0,2022
Virgin Islands (British),TALON METALS CORPORATION,TALON NICKEL (USA) LLC,100.0,0.0,2022
Cayman Islands,"BEIGENE, LTD.","BEONE MEDICINES ( FORMERLY KNOWN AS BEIGENE USA, INC.)",100.0,0.0,2022
Luxembourg,M.F. HOLDINGS SARL,MCCAIN FOODS USA INC.,66.2,0.0,2022
Bermuda,"BROOKFIELD PROPERTY PARTNERS, L.P.","PRINCE KUHIO PLAZA, LLC",90.25,0.0,2022
Virgin Islands (British),GOGOKU LTD. (OWNS APPROXIMATELY 21% OF BYTEDANCE LTD.),TIKTOK INC.,21.0,0.0,2024
Virgin Islands (British),BEAUTY OF FASHION INVESTMENT CO. LTD.,SHEIN TECHNOLOGY LLC,100.0,0.0,2024
Virgin Islands (British),IVY GROVE LIMITED BVI,TP-LINK SYSTEMS INC. (FKA TP-LINK GLOBAL INC.),97.26,0.0,2024
Virgin Islands (British),DIAMOND CREEK GLOBAL LIMITED BVI,TP-LINK SYSTEMS INC. (FKA TP-LINK GLOBAL INC.),100.0,0.0,2024
Virgin Islands (British),HARBOUR GLORY HOLDINGS LIMITED BVI,TP-LINK SYSTEMS INC. (FKA TP-LINK GLOBAL INC.),50.0,0.0,2024
Virgin Islands (British),ACCORD TRUE INVESTMENTS LIMITED BVI,TP-LINK SYSTEMS INC. (FKA TP-LINK GLOBAL INC.),50.0,0.0,2024
Virgin Islands (British),TCH GOLD LIMITED (THROUGH INTEREST IN OPEN WEALTH INVESTMENTS LIMITED),"EPIC GAMES, INC.",34.2,0.0,2024
Virgin Islands (British),TCH GOLD LIMITED (THROUGH INTEREST IN OPEN WEALTH INVESTMENTS LIMITED),"EPIC GAMES, INC.",34.2,0.0,2024
Cayman Islands,WUXI BIOLOGICS (CAYMAN) INC.,WUXI BIOLOGICS USA LLC,100.0,0.0,2024
Cayman Islands,ARIAS RESOURCE CAPITAL FUND II (ARC II),LARGO RESOURCES USA INC.,41.0,0.0,2024
Cayman Islands,BYTEDANCE LTD (OWNS 100% OF BYTEDANCE INC; 100% OF TIKTOK LTD.),TIKTOK INC.,100.0,0.0,2024
Cayman Islands,TIKTOK LTD (OWNS 100% OF TIK TOK LLC WHICH OWNS 100% OF TIK TOK INC),TIKTOK INC.,100.0,0.0,2024
Cayman Islands,"TALISMAN GLOBAL ALTERNATIVES MASTER, L.P. (OWNS 25.45% OF DELFIN MIDSTREAM, INC.)",JOHN KELLY CONSULTING ON BEHALF OF DELFIN MIDSTREAM INC.,25.45,0.0,2024
Cayman Islands,"ELITE DEPOT, LTD.",SHEIN TECHNOLOGY LLC,100.0,0.0,2024
Cayman Islands,GENSCRIPT BIOTECH CORPORATION,LEGEND BIOTECH CORPORATION,48.0,0.0,2024
Cayman Islands,"BLOCKCHAIN.COM GROUP HOLDINGS, INC.","BLOCKCHAIN (US), INC.",100.0,0.0,2024
Luxembourg,"ECHO LUXCO S.A.R.L (THROUGH ITS 73.1% INTEREST IN HERDON TOPCO LP, WHICH OWNS 99%)","EDGECONNEX, INC.",72.4,0.0,2024
Luxembourg,EQT INFRASTRUCTURE IV INVESTMENTS S.A.R.L. (THROUGH ITS 44.9% INTEREST IN ECHO LUXCO S.A.R.L.),"EDGECONNEX, INC.",32.5,0.0,2024
Luxembourg,EQT INFRASTRUCTURE IV EUR SCSP (THROUGH ITS 64.7% INTEREST IN EURO EQT INVESTMENTS S.A.R.L.),"EDGECONNEX, INC.",21.0,0.0,2024
Luxembourg,SCHIPHOL TOPCO S.A.R.L. (THROUGH ITS 55.1% INTEREST IN ECHO LUXCO S.A.R.L.),"EDGECONNEX, INC.",39.9,0.0,2024
Luxembourg,EQT INFRASTRUCTURE V INVESTMENTS S.A.R.L (THROUGH ITS 100% INTEREST IN SCHIPHOL TOPCO S.A.R.L.),"EDGECONNEX, INC.",39.9,0.0,2024
Luxembourg,EQT INFRASTRUCTURE V S.A.R.L SICAV-RAIF-EUR (THROUGH ITS 63.6% INTEREST IN EQT INFRASTRUCTURE V INVESTMENTS S.A.R.L),"EDGECONNEX, INC.",25.4,0.0,2024
Luxembourg,EQT INFRASTRUCTURE V EUR SCSP (THROUGH ITS 99.8% INTEREST IN EQT INFRASTRUCTURE V S.A.R.L. SICAV-RAIF-EUR),"EDGECONNEX, INC.",25.3,0.0,2024
Luxembourg,"ECHO LUXCO S.A.R.L (THROUGH ITS 73.1% INTEREST IN HERDON TOPCO LP, WHICH OWNS 99%)",EDGECONNEX,72.4,0.0,2024
Luxembourg,EQT INFRASTRUCTURE IV INVESTMENTS S.A.R.L. (THROUGH ITS 44.9% INTEREST IN ECHO LUXCO S.A.R.L),EDGECONNEX,32.5,0.0,2024
Luxembourg,EQT INFRASTRUCTURE IV EUR SCSP (THROUGH ITS 64.7% INTEREST IN EURO EQT INVESTMENTS S.A.R.L.),EDGECONNEX,21.0,0.0,2024
Luxembourg,SCHIPHOL TOPCO S.A.R.L. (THROUGH ITS 55.1% INTEREST IN ECHO LUXCO S.A.R.L.),EDGECONNEX,39.9,0.0,2024
Luxembourg,EQT INFRASTRUCTURE V INVESTMENTS S.A.R.L (THROUGH ITS 100% INTEREST IN SCHIPHOL TOPCO S.A.R.L.),EDGECONNEX,39.9,0.0,2024
Luxembourg,EQT INFRASTRUCTURE V S.A.R.L SICAV-RAIF-EUR (THROUGH ITS 63.6% INTEREST IN EQT INFRASTRUCTURE V INVESTMENTS S.A.R.L),EDGECONNEX,25.4,0.0,2024
Luxembourg,EQT INFRASTRUCTURE V EUR SCSP (THROUGH ITS 99.8% INTEREST IN EQT INFRASTRUCTURE V S.A.R.L. SICAV-RAIF-EUR),EDGECONNEX,25.3,0.0,2024
Luxembourg,FOURTEEN SUNDEW S.A.R.L. (THROUGH ITS 100% OWNERSHIP OF MARCO POLO INTERNATIONAL ITALY S.R.L.),"PIRELLI TIRE, LLC",37.0,0.0,2024
Luxembourg,"ECHO LUXCO S.A.R.L (THROUGH ITS 73.1% INTEREST IN HERDON TOPCO LP, WHICH OWNS 99%)","EDGECONNEX, INC.",72.4,0.0,2024
Luxembourg,EQT INFRASTRUCTURE IV INVESTMENTS S.A.R.L. (THROUGH ITS 44.9% INTEREST IN ECHO LUXCO S.A.R.L.),"EDGECONNEX, INC.",32.5,0.0,2024
Luxembourg,EQT INFRASTRUCTURE IV EUR SCSP (THROUGH ITS 64.7% INTEREST IN EURO EQT INVESTMENTS S.A.R.L.),"EDGECONNEX, INC.",21.0,0.0,2024
Luxembourg,SCHIPHOL TOPCO S.A.R.L. (THROUGH ITS 55.1% INTEREST IN ECHO LUXCO S.A.R.L.),"EDGECONNEX, INC.",39.9,0.0,2024
Luxembourg,EQT INFRASTRUCTURE V INVESTMENTS S.A.R.L (THROUGH ITS 100% INTEREST IN SCHIPHOL TOPCO S.A.R.L.),"EDGECONNEX, INC.",39.9,0.0,2024
Luxembourg,EQT INFRASTRUCTURE V S.A.R.L SICAV-RAIF-EUR (THROUGH ITS 63.6% INTEREST IN EQT INFRASTRUCTURE V INVESTMENTS S.A.R.L),"EDGECONNEX, INC.",25.4,0.0,2024
Luxembourg,EQT INFRASTRUCTURE V EUR SCSP (THROUGH ITS 99.8% INTEREST IN EQT INFRASTRUCTURE V S.A.R.L. SICAV-RAIF-EUR),"EDGECONNEX, INC.",25.3,0.0,2024
